Sample_geo_ID	title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	molecule_ch1	extract_protocol_ch1	extract_protocol_ch1.1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	data_processing	platform_id	contact_name	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	tissue:ch1
GSM997601	Ovarian cancer stroma - sample 326	GSM997601	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian cancer stroma	Homo sapiens	tissue: Microdissected ovarian cancer stroma	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian cancer stroma	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997601/suppl/GSM997601_326S.CEL.gz	54675	Microdissected ovarian cancer stroma
GSM997602	Ovarian cancer stroma - sample 332	GSM997602	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian cancer stroma	Homo sapiens	tissue: Microdissected ovarian cancer stroma	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian cancer stroma	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997602/suppl/GSM997602_332S.CEL.gz	54675	Microdissected ovarian cancer stroma
GSM997603	Ovarian cancer stroma - sample 345	GSM997603	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian cancer stroma	Homo sapiens	tissue: Microdissected ovarian cancer stroma	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian cancer stroma	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997603/suppl/GSM997603_345S.CEL.gz	54675	Microdissected ovarian cancer stroma
GSM997604	Ovarian cancer stroma - sample 349	GSM997604	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian cancer stroma	Homo sapiens	tissue: Microdissected ovarian cancer stroma	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian cancer stroma	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997604/suppl/GSM997604_349S.CEL.gz	54675	Microdissected ovarian cancer stroma
GSM997605	Ovarian cancer stroma - sample 351	GSM997605	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian cancer stroma	Homo sapiens	tissue: Microdissected ovarian cancer stroma	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian cancer stroma	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997605/suppl/GSM997605_351S.CEL.gz	54675	Microdissected ovarian cancer stroma
GSM997606	Ovarian cancer stroma - sample 377	GSM997606	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian cancer stroma	Homo sapiens	tissue: Microdissected ovarian cancer stroma	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian cancer stroma	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997606/suppl/GSM997606_377S.CEL.gz	54675	Microdissected ovarian cancer stroma
GSM997607	Ovarian cancer stroma - sample 380	GSM997607	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian cancer stroma	Homo sapiens	tissue: Microdissected ovarian cancer stroma	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian cancer stroma	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997607/suppl/GSM997607_380S.CEL.gz	54675	Microdissected ovarian cancer stroma
GSM997608	Ovarian cancer stroma - sample 386	GSM997608	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian cancer stroma	Homo sapiens	tissue: Microdissected ovarian cancer stroma	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian cancer stroma	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997608/suppl/GSM997608_386S.CEL.gz	54675	Microdissected ovarian cancer stroma
GSM997609	Ovarian cancer stroma - sample 388	GSM997609	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian cancer stroma	Homo sapiens	tissue: Microdissected ovarian cancer stroma	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian cancer stroma	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997609/suppl/GSM997609_388S.CEL.gz	54675	Microdissected ovarian cancer stroma
GSM997610	Ovarian cancer stroma - sample 389	GSM997610	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian cancer stroma	Homo sapiens	tissue: Microdissected ovarian cancer stroma	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian cancer stroma	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997610/suppl/GSM997610_389S.CEL.gz	54675	Microdissected ovarian cancer stroma
GSM997611	Ovarian cancer stroma - sample 393	GSM997611	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian cancer stroma	Homo sapiens	tissue: Microdissected ovarian cancer stroma	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian cancer stroma	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997611/suppl/GSM997611_393S.CEL.gz	54675	Microdissected ovarian cancer stroma
GSM997612	Ovarian cancer stroma - sample 396	GSM997612	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian cancer stroma	Homo sapiens	tissue: Microdissected ovarian cancer stroma	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian cancer stroma	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997612/suppl/GSM997612_396S.CEL.gz	54675	Microdissected ovarian cancer stroma
GSM997613	Ovarian cancer stroma - sample 402	GSM997613	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian cancer stroma	Homo sapiens	tissue: Microdissected ovarian cancer stroma	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian cancer stroma	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997613/suppl/GSM997613_402S.CEL.gz	54675	Microdissected ovarian cancer stroma
GSM997614	Ovarian cancer stroma - sample 412	GSM997614	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian cancer stroma	Homo sapiens	tissue: Microdissected ovarian cancer stroma	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian cancer stroma	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997614/suppl/GSM997614_412S.CEL.gz	54675	Microdissected ovarian cancer stroma
GSM997615	Ovarian cancer stroma - sample 427	GSM997615	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian cancer stroma	Homo sapiens	tissue: Microdissected ovarian cancer stroma	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian cancer stroma	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997615/suppl/GSM997615_427S.CEL.gz	54675	Microdissected ovarian cancer stroma
GSM997616	Ovarian cancer stroma - sample 431	GSM997616	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian cancer stroma	Homo sapiens	tissue: Microdissected ovarian cancer stroma	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian cancer stroma	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997616/suppl/GSM997616_431S.CEL.gz	54675	Microdissected ovarian cancer stroma
GSM997617	Ovarian cancer stroma - sample 434	GSM997617	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian cancer stroma	Homo sapiens	tissue: Microdissected ovarian cancer stroma	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian cancer stroma	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997617/suppl/GSM997617_434S.CEL.gz	54675	Microdissected ovarian cancer stroma
