Sample_geo_ID	title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	treatment_protocol_ch1	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	data_processing	platform_id	contact_name	contact_email	contact_phone	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	sample type:ch1	tissue:ch1
GSM1701035	patient_1_normal_oviduct	GSM1701035	Public on Sep 29 2015	Jun 01 2015	Dec 17 2015	RNA	1	patient_1_normal_oviduct	Homo sapiens	sample type: tissue	tissue: LCM from cryosection (normal oviduct)	FTSC were transformed with retroviral infection of hTERT, SV40 and c-myc and then subcutaneously transplanted into highly immunocompromised NSG (NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ) mice.	total RNA	PicoPure® RNA Isolation Kit (Life Technologies)	Biotin	3' IVT PLUS Kit (affymetrix)	9606	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	LCM from cryosection (normal oviduct).	Expression console, Partek Genome Suite 6.6	GPL570	Frank,,McKeon	mckeon.xian@gmail.com	8608372486	Biology and Biochemistry	University of Houston	3455 Cullen Blvd	Houston	TX	77004	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1701nnn/GSM1701035/suppl/GSM1701035_060909_birrer11_74406_HGU133Plus2.CEL.gz	33362	tissue	LCM from cryosection (normal oviduct)
GSM1701036	patient_2_normal_oviduct	GSM1701036	Public on Sep 29 2015	Jun 01 2015	Dec 17 2015	RNA	1	patient_2_normal_oviduct	Homo sapiens	sample type: tissue	tissue: LCM from cryosection (normal oviduct)	FTSC were transformed with retroviral infection of hTERT, SV40 and c-myc and then subcutaneously transplanted into highly immunocompromised NSG (NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ) mice.	total RNA	PicoPure® RNA Isolation Kit (Life Technologies)	Biotin	3' IVT PLUS Kit (affymetrix)	9606	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	LCM from cryosection (normal oviduct).	Expression console, Partek Genome Suite 6.6	GPL570	Frank,,McKeon	mckeon.xian@gmail.com	8608372486	Biology and Biochemistry	University of Houston	3455 Cullen Blvd	Houston	TX	77004	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1701nnn/GSM1701036/suppl/GSM1701036_060909_birrer12_1084_HGU133Plus2.CEL.gz	33362	tissue	LCM from cryosection (normal oviduct)
GSM1701037	patient_3_normal_oviduct	GSM1701037	Public on Sep 29 2015	Jun 01 2015	Dec 17 2015	RNA	1	patient_3_normal_oviduct	Homo sapiens	sample type: tissue	tissue: LCM from cryosection (normal oviduct)	FTSC were transformed with retroviral infection of hTERT, SV40 and c-myc and then subcutaneously transplanted into highly immunocompromised NSG (NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ) mice.	total RNA	PicoPure® RNA Isolation Kit (Life Technologies)	Biotin	3' IVT PLUS Kit (affymetrix)	9606	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	LCM from cryosection (normal oviduct).	Expression console, Partek Genome Suite 6.6	GPL570	Frank,,McKeon	mckeon.xian@gmail.com	8608372486	Biology and Biochemistry	University of Houston	3455 Cullen Blvd	Houston	TX	77004	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1701nnn/GSM1701037/suppl/GSM1701037_060909_birrer13_93747_HGU133Plus2.CEL.gz	33362	tissue	LCM from cryosection (normal oviduct)
GSM1701038	patient_4_normal_oviduct	GSM1701038	Public on Sep 29 2015	Jun 01 2015	Dec 17 2015	RNA	1	patient_4_normal_oviduct	Homo sapiens	sample type: tissue	tissue: LCM from cryosection (normal oviduct)	FTSC were transformed with retroviral infection of hTERT, SV40 and c-myc and then subcutaneously transplanted into highly immunocompromised NSG (NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ) mice.	total RNA	PicoPure® RNA Isolation Kit (Life Technologies)	Biotin	3' IVT PLUS Kit (affymetrix)	9606	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	LCM from cryosection (normal oviduct).	Expression console, Partek Genome Suite 6.6	GPL570	Frank,,McKeon	mckeon.xian@gmail.com	8608372486	Biology and Biochemistry	University of Houston	3455 Cullen Blvd	Houston	TX	77004	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1701nnn/GSM1701038/suppl/GSM1701038_060909_birrer14_8669_HGU133Plus2.CEL.gz	33362	tissue	LCM from cryosection (normal oviduct)
GSM1701039	patient_5_normal_oviduct	GSM1701039	Public on Sep 29 2015	Jun 01 2015	Dec 17 2015	RNA	1	patient_5_normal_oviduct	Homo sapiens	sample type: tissue	tissue: LCM from cryosection (normal oviduct)	FTSC were transformed with retroviral infection of hTERT, SV40 and c-myc and then subcutaneously transplanted into highly immunocompromised NSG (NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ) mice.	total RNA	PicoPure® RNA Isolation Kit (Life Technologies)	Biotin	3' IVT PLUS Kit (affymetrix)	9606	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	LCM from cryosection (normal oviduct).	Expression console, Partek Genome Suite 6.6	GPL570	Frank,,McKeon	mckeon.xian@gmail.com	8608372486	Biology and Biochemistry	University of Houston	3455 Cullen Blvd	Houston	TX	77004	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1701nnn/GSM1701039/suppl/GSM1701039_060909_birrer15_1614_HGU133Plus2.CEL.gz	33362	tissue	LCM from cryosection (normal oviduct)
GSM1701040	patient_6_normal_oviduct	GSM1701040	Public on Sep 29 2015	Jun 01 2015	Dec 17 2015	RNA	1	patient_6_normal_oviduct	Homo sapiens	sample type: tissue	tissue: LCM from cryosection (normal oviduct)	FTSC were transformed with retroviral infection of hTERT, SV40 and c-myc and then subcutaneously transplanted into highly immunocompromised NSG (NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ) mice.	total RNA	PicoPure® RNA Isolation Kit (Life Technologies)	Biotin	3' IVT PLUS Kit (affymetrix)	9606	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	LCM from cryosection (normal oviduct).	Expression console, Partek Genome Suite 6.6	GPL570	Frank,,McKeon	mckeon.xian@gmail.com	8608372486	Biology and Biochemistry	University of Houston	3455 Cullen Blvd	Houston	TX	77004	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1701nnn/GSM1701040/suppl/GSM1701040_060909_birrer16_88125_HGU133Plus2.CEL.gz	33362	tissue	LCM from cryosection (normal oviduct)
GSM1701041	patient_7_normal_oviduct	GSM1701041	Public on Sep 29 2015	Jun 01 2015	Dec 17 2015	RNA	1	patient_7_normal_oviduct	Homo sapiens	sample type: tissue	tissue: LCM from cryosection (normal oviduct)	FTSC were transformed with retroviral infection of hTERT, SV40 and c-myc and then subcutaneously transplanted into highly immunocompromised NSG (NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ) mice.	total RNA	PicoPure® RNA Isolation Kit (Life Technologies)	Biotin	3' IVT PLUS Kit (affymetrix)	9606	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	LCM from cryosection (normal oviduct).	Expression console, Partek Genome Suite 6.6	GPL570	Frank,,McKeon	mckeon.xian@gmail.com	8608372486	Biology and Biochemistry	University of Houston	3455 Cullen Blvd	Houston	TX	77004	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1701nnn/GSM1701041/suppl/GSM1701041_061009_birrer17_23621_HGU133Plus2.CEL.gz	33362	tissue	LCM from cryosection (normal oviduct)
GSM1701042	patient_8_normal_oviduct	GSM1701042	Public on Sep 29 2015	Jun 01 2015	Dec 17 2015	RNA	1	patient_8_normal_oviduct	Homo sapiens	sample type: tissue	tissue: LCM from cryosection (normal oviduct)	FTSC were transformed with retroviral infection of hTERT, SV40 and c-myc and then subcutaneously transplanted into highly immunocompromised NSG (NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ) mice.	total RNA	PicoPure® RNA Isolation Kit (Life Technologies)	Biotin	3' IVT PLUS Kit (affymetrix)	9606	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	LCM from cryosection (normal oviduct).	Expression console, Partek Genome Suite 6.6	GPL570	Frank,,McKeon	mckeon.xian@gmail.com	8608372486	Biology and Biochemistry	University of Houston	3455 Cullen Blvd	Houston	TX	77004	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1701nnn/GSM1701042/suppl/GSM1701042_061009_birrer18_58134_HGU133Plus2.CEL.gz	33362	tissue	LCM from cryosection (normal oviduct)
GSM1701043	patient_9_normal_oviduct	GSM1701043	Public on Sep 29 2015	Jun 01 2015	Dec 17 2015	RNA	1	patient_9_normal_oviduct	Homo sapiens	sample type: tissue	tissue: LCM from cryosection (normal oviduct)	FTSC were transformed with retroviral infection of hTERT, SV40 and c-myc and then subcutaneously transplanted into highly immunocompromised NSG (NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ) mice.	total RNA	PicoPure® RNA Isolation Kit (Life Technologies)	Biotin	3' IVT PLUS Kit (affymetrix)	9606	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	LCM from cryosection (normal oviduct).	Expression console, Partek Genome Suite 6.6	GPL570	Frank,,McKeon	mckeon.xian@gmail.com	8608372486	Biology and Biochemistry	University of Houston	3455 Cullen Blvd	Houston	TX	77004	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1701nnn/GSM1701043/suppl/GSM1701043_061009_birrer19_86235_HGU133Plus2.CEL.gz	33362	tissue	LCM from cryosection (normal oviduct)
GSM1701044	patient_10_normal_oviduct	GSM1701044	Public on Sep 29 2015	Jun 01 2015	Dec 17 2015	RNA	1	patient_10_normal_oviduct	Homo sapiens	sample type: tissue	tissue: LCM from cryosection (normal oviduct)	FTSC were transformed with retroviral infection of hTERT, SV40 and c-myc and then subcutaneously transplanted into highly immunocompromised NSG (NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ) mice.	total RNA	PicoPure® RNA Isolation Kit (Life Technologies)	Biotin	3' IVT PLUS Kit (affymetrix)	9606	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	LCM from cryosection (normal oviduct).	Expression console, Partek Genome Suite 6.6	GPL570	Frank,,McKeon	mckeon.xian@gmail.com	8608372486	Biology and Biochemistry	University of Houston	3455 Cullen Blvd	Houston	TX	77004	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1701nnn/GSM1701044/suppl/GSM1701044_060909_birrer20_7956R_HGU133Plus2.CEL.gz	33362	tissue	LCM from cryosection (normal oviduct)
GSM1701045	FTSC, rep1	GSM1701045	Public on Sep 29 2015	Jun 01 2015	Sep 29 2015	RNA	1	FTSC	Homo sapiens	sample type: cell culture	tissue: FTSC	FTSC were transformed with retroviral infection of hTERT, SV40 and c-myc and then subcutaneously transplanted into highly immunocompromised NSG (NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ) mice.	total RNA	PicoPure® RNA Isolation Kit (Life Technologies)	Biotin	3' IVT PLUS Kit (affymetrix)	9606	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	Gene expression data from FTSC	Expression console, Partek Genome Suite 6.6	GPL570	Frank,,McKeon	mckeon.xian@gmail.com	8608372486	Biology and Biochemistry	University of Houston	3455 Cullen Blvd	Houston	TX	77004	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1701nnn/GSM1701045/suppl/GSM1701045_FTSC_1.CEL.gz	33362	cell culture	FTSC
GSM1701046	FTSC, rep2	GSM1701046	Public on Sep 29 2015	Jun 01 2015	Sep 29 2015	RNA	1	FTSC	Homo sapiens	sample type: cell culture	tissue: FTSC	FTSC were transformed with retroviral infection of hTERT, SV40 and c-myc and then subcutaneously transplanted into highly immunocompromised NSG (NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ) mice.	total RNA	PicoPure® RNA Isolation Kit (Life Technologies)	Biotin	3' IVT PLUS Kit (affymetrix)	9606	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	Gene expression data from FTSC	Expression console, Partek Genome Suite 6.6	GPL570	Frank,,McKeon	mckeon.xian@gmail.com	8608372486	Biology and Biochemistry	University of Houston	3455 Cullen Blvd	Houston	TX	77004	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1701nnn/GSM1701046/suppl/GSM1701046_FTSC_2.CEL.gz	33362	cell culture	FTSC
GSM1701047	FTSC_IM, rep1	GSM1701047	Public on Sep 29 2015	Jun 01 2015	Sep 29 2015	RNA	1	FTSC-IM	Homo sapiens	sample type: cell culture (SV40 LT and hTERT)	tissue: immortalized FTSC	FTSC were transformed with retroviral infection of hTERT, SV40 and c-myc and then subcutaneously transplanted into highly immunocompromised NSG (NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ) mice.	total RNA	PicoPure® RNA Isolation Kit (Life Technologies)	Biotin	3' IVT PLUS Kit (affymetrix)	9606	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	Gene expression data from immortalized FTSC	Expression console, Partek Genome Suite 6.6	GPL570	Frank,,McKeon	mckeon.xian@gmail.com	8608372486	Biology and Biochemistry	University of Houston	3455 Cullen Blvd	Houston	TX	77004	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1701nnn/GSM1701047/suppl/GSM1701047_FTSC_IM1.CEL.gz	33362	cell culture (SV40 LT and hTERT)	immortalized FTSC
GSM1701048	FTSC_IM, rep2	GSM1701048	Public on Sep 29 2015	Jun 01 2015	Sep 29 2015	RNA	1	FTSC-IM	Homo sapiens	sample type: cell culture (SV40 LT and hTERT)	tissue: immortalized FTSC	FTSC were transformed with retroviral infection of hTERT, SV40 and c-myc and then subcutaneously transplanted into highly immunocompromised NSG (NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ) mice.	total RNA	PicoPure® RNA Isolation Kit (Life Technologies)	Biotin	3' IVT PLUS Kit (affymetrix)	9606	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	Gene expression data from immortalized FTSC	Expression console, Partek Genome Suite 6.6	GPL570	Frank,,McKeon	mckeon.xian@gmail.com	8608372486	Biology and Biochemistry	University of Houston	3455 Cullen Blvd	Houston	TX	77004	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1701nnn/GSM1701048/suppl/GSM1701048_FTSC_IM2.CEL.gz	33362	cell culture (SV40 LT and hTERT)	immortalized FTSC
GSM1701049	FTSC_T, rep1	GSM1701049	Public on Sep 29 2015	Jun 01 2015	Sep 29 2015	RNA	1	FTSC-T	Homo sapiens	sample type: cell culture (c-Myc, SV40 LT and hTERT)	tissue: transformed FTSC	FTSC were transformed with retroviral infection of hTERT, SV40 and c-myc and then subcutaneously transplanted into highly immunocompromised NSG (NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ) mice.	total RNA	PicoPure® RNA Isolation Kit (Life Technologies)	Biotin	3' IVT PLUS Kit (affymetrix)	9606	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	GeneChip® Hybridization, Wash, and Stain Kit (affymetrix)	Gene expression data from transformed FTSC	Expression console, Partek Genome Suite 6.6	GPL570	Frank,,McKeon	mckeon.xian@gmail.com	8608372486	Biology and Biochemistry	University of Houston	3455 Cullen Blvd	Houston	TX	77004	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1701nnn/GSM1701049/suppl/GSM1701049_FTSC_T1.CEL.gz	33362	cell culture (c-Myc, SV40 LT and hTERT)	transformed FTSC
