file	condition	lab	A
s.266	A	lab3	0
s.268	A	lab3	0
s.270	A	lab3	0
s.271	A	lab3	0
s.272	A	lab3	0
s.273	A	lab3	0
s.275	A	lab3	0
s.276	A	lab3	0
s.277	A	lab3	0
s.278	A	lab3	0
s.279	A	lab3	0
s.280	A	lab3	0
s.281	A	lab3	0
s.282	A	lab3	0
s.283	A	lab3	0
s.284	A	lab3	0
s.285	A	lab3	0
s.289	A	lab3	0
s.290	A	lab3	0
s.291	A	lab3	0
s.292	A	lab3	0
s.294	A	lab3	0
s.295	A	lab3	0
s.296	A	lab3	0
s.297	A	lab3	0
s.298	A	lab3	0
s.299	A	lab3	0
s.301	A	lab3	0
s.302	A	lab3	0
s.303	A	lab3	0
s.304	A	lab3	0
s.305	A	lab3	0
s.307	A	lab3	0
s.309	A	lab3	0
s.310	A	lab3	0
s.311	A	lab3	0
s.312	A	lab3	0
s.313	A	lab3	0
s.314	A	lab3	0
s.315	A	lab3	0
s.316	A	lab3	0
s.317	A	lab3	0
s.318	A	lab3	0
s.319	A	lab3	0
s.320	A	lab3	0
s.321	A	lab3	0
s.322	A	lab3	0
s.323	A	lab3	0
s.324	A	lab3	0
s.325	A	lab3	0
s.326	A	lab3	0
s.328	A	lab3	0
s.330	A	lab3	0
s.331	A	lab3	0
s.332	A	lab3	0
s.333	A	lab3	0
s.335	A	lab3	0
s.336	A	lab3	0
s.337	A	lab3	0
s.338	A	lab3	0
s.339	A	lab3	0
s.340	A	lab3	0
s.343	A	lab3	0
s.344	A	lab3	0
s.345	A	lab3	0
s.346	A	lab3	0
s.348	A	lab3	0
s.349	B	lab3	1
s.350	B	lab3	1
s.351	B	lab3	1
s.352	B	lab3	1
s.354	B	lab3	1
s.355	B	lab3	1
s.357	B	lab3	1
s.358	B	lab3	1
s.360	B	lab3	1
s.361	B	lab3	1
s.362	B	lab3	1
s.363	B	lab3	1
s.365	B	lab3	1
s.367	B	lab3	1
s.368	B	lab3	1
s.369	B	lab3	1
s.370	B	lab3	1
s.373	B	lab3	1
s.375	B	lab3	1
s.377	B	lab3	1
s.378	B	lab3	1
s.380	B	lab3	1
s.381	B	lab3	1
s.382	B	lab3	1
s.383	B	lab3	1
s.384	B	lab3	1
s.385	B	lab3	1
s.387	B	lab3	1
s.388	B	lab3	1
s.390	B	lab3	1
s.391	B	lab3	1
s.393	B	lab3	1
s.394	B	lab3	1
s.395	B	lab3	1
s.396	B	lab3	1
s.397	B	lab3	1
s.399	B	lab3	1
s.400	B	lab3	1
s.401	B	lab3	1
s.402	B	lab3	1
s.404	B	lab3	1
s.405	B	lab3	1
s.406	B	lab3	1
s.407	B	lab3	1
s.412	B	lab3	1
s.413	B	lab3	1
s.415	B	lab3	1
s.418	B	lab3	1
s.419	B	lab3	1
s.420	B	lab3	1
s.421	B	lab3	1
s.422	B	lab3	1
s.423	B	lab3	1
s.424	B	lab3	1
s.425	B	lab3	1
s.426	B	lab3	1
s.427	B	lab3	1
s.430	B	lab3	1
s.431	B	lab3	1
s.433	B	lab3	1
s.434	B	lab3	1
s.435	B	lab3	1
s.436	B	lab3	1
s.437	B	lab3	1
s.438	B	lab3	1
s.440	B	lab3	1
s.441	B	lab3	1
s.442	B	lab3	1
s.445	B	lab3	1
s.446	B	lab3	1
s.447	B	lab3	1
s.448	B	lab3	1
s.449	B	lab3	1
s.450	B	lab3	1
s.451	B	lab3	1
s.452	B	lab3	1
s.453	B	lab3	1
s.454	B	lab3	1
s.455	B	lab3	1
s.456	B	lab3	1
s.458	B	lab3	1
s.459	B	lab3	1
s.460	B	lab3	1
s.461	B	lab3	1
s.462	B	lab3	1
s.463	B	lab3	1
s.465	B	lab3	1
s.466	B	lab3	1
s.467	B	lab3	1
s.468	B	lab3	1
s.469	B	lab3	1
s.470	B	lab3	1
s.471	B	lab3	1
s.473	B	lab3	1
s.475	B	lab3	1
s.476	B	lab3	1
s.477	B	lab3	1
s.479	B	lab3	1
s.480	B	lab3	1
s.481	B	lab3	1
s.482	B	lab3	1
s.483	B	lab3	1
s.484	B	lab3	1
s.485	B	lab3	1
s.486	B	lab3	1
s.487	B	lab3	1
s.488	B	lab3	1
s.489	B	lab3	1
s.491	B	lab3	1
s.492	B	lab3	1
s.496	B	lab3	1
s.498	B	lab3	1
s.499	B	lab3	1
s.500	B	lab3	1
s.501	B	lab3	1
s.502	B	lab3	1
s.503	B	lab3	1
s.504	B	lab3	1
s.506	B	lab3	1
s.509	B	lab3	1
s.510	B	lab3	1
s.511	B	lab3	1
s.512	B	lab3	1
s.514	B	lab3	1
s.515	B	lab3	1
s.516	B	lab3	1
s.517	B	lab3	1
s.519	B	lab3	1
s.520	B	lab3	1
s.521	B	lab3	1
s.522	B	lab3	1
s.523	B	lab3	1
s.524	B	lab3	1
s.525	B	lab3	1
s.526	B	lab3	1
s.527	B	lab3	1
s.528	B	lab3	1
s.530	B	lab3	1
s.531	B	lab3	1
s.532	B	lab3	1
s.533	B	lab3	1
s.534	B	lab3	1
s.535	B	lab3	1
s.536	B	lab3	1
s.538	B	lab3	1
s.540	B	lab3	1
s.541	B	lab3	1
s.543	B	lab3	1
s.544	B	lab3	1
s.545	B	lab3	1
s.546	B	lab3	1
s.547	B	lab3	1
s.548	B	lab3	1
s.549	B	lab3	1
s.551	B	lab3	1
s.553	B	lab3	1
s.554	B	lab3	1
s.555	B	lab3	1
s.556	B	lab3	1
s.557	B	lab3	1
s.558	B	lab3	1
s.562	B	lab3	1
s.563	B	lab3	1
s.565	B	lab3	1
s.566	B	lab3	1
s.567	B	lab3	1
s.569	B	lab3	1
s.570	B	lab3	1
s.571	B	lab3	1
s.572	B	lab3	1
s.573	B	lab3	1
s.574	B	lab3	1
s.575	B	lab3	1
s.576	B	lab3	1
s.577	B	lab3	1
s.579	B	lab3	1
s.581	B	lab3	1
s.582	B	lab3	1
s.583	B	lab3	1
s.584	B	lab3	1
s.585	B	lab3	1
s.587	B	lab3	1
s.588	B	lab3	1
s.589	B	lab3	1
s.590	B	lab3	1
s.591	B	lab3	1
s.592	B	lab3	1
s.593	B	lab3	1
s.595	B	lab3	1
s.596	B	lab3	1
s.597	B	lab3	1
s.600	B	lab3	1
