"file"	"condition"	"lab"	"A"
"s.238"	"A"	"lab3"	0
"s.240"	"A"	"lab3"	0
"s.242"	"A"	"lab3"	0
"s.243"	"A"	"lab3"	0
"s.244"	"A"	"lab3"	0
"s.245"	"A"	"lab3"	0
"s.247"	"A"	"lab3"	0
"s.249"	"A"	"lab3"	0
"s.250"	"A"	"lab3"	0
"s.251"	"A"	"lab3"	0
"s.253"	"A"	"lab3"	0
"s.254"	"A"	"lab3"	0
"s.255"	"A"	"lab3"	0
"s.256"	"A"	"lab3"	0
"s.258"	"A"	"lab3"	0
"s.259"	"A"	"lab3"	0
"s.260"	"A"	"lab3"	0
"s.261"	"A"	"lab3"	0
"s.262"	"A"	"lab3"	0
"s.263"	"A"	"lab3"	0
"s.264"	"A"	"lab3"	0
"s.265"	"A"	"lab3"	0
"s.266"	"A"	"lab3"	0
"s.267"	"A"	"lab3"	0
"s.269"	"A"	"lab3"	0
"s.270"	"A"	"lab3"	0
"s.271"	"A"	"lab3"	0
"s.272"	"A"	"lab3"	0
"s.273"	"A"	"lab3"	0
"s.275"	"A"	"lab3"	0
"s.276"	"A"	"lab3"	0
"s.277"	"A"	"lab3"	0
"s.279"	"A"	"lab3"	0
"s.281"	"A"	"lab3"	0
"s.283"	"A"	"lab3"	0
"s.285"	"A"	"lab3"	0
"s.287"	"A"	"lab3"	0
"s.289"	"A"	"lab3"	0
"s.291"	"A"	"lab3"	0
"s.293"	"A"	"lab3"	0
"s.295"	"A"	"lab3"	0
"s.302"	"A"	"lab3"	0
"s.303"	"A"	"lab3"	0
"s.305"	"A"	"lab3"	0
"s.307"	"A"	"lab3"	0
"s.308"	"A"	"lab3"	0
"s.310"	"A"	"lab3"	0
"s.311"	"A"	"lab3"	0
"s.313"	"B"	"lab3"	1
"s.314"	"B"	"lab3"	1
"s.315"	"B"	"lab3"	1
"s.316"	"B"	"lab3"	1
"s.317"	"B"	"lab3"	1
"s.320"	"B"	"lab3"	1
"s.322"	"B"	"lab3"	1
"s.324"	"B"	"lab3"	1
"s.325"	"B"	"lab3"	1
"s.326"	"B"	"lab3"	1
"s.328"	"B"	"lab3"	1
"s.329"	"B"	"lab3"	1
"s.331"	"B"	"lab3"	1
"s.332"	"B"	"lab3"	1
"s.333"	"B"	"lab3"	1
"s.337"	"B"	"lab3"	1
"s.339"	"B"	"lab3"	1
"s.340"	"B"	"lab3"	1
"s.341"	"B"	"lab3"	1
"s.344"	"B"	"lab3"	1
"s.345"	"B"	"lab3"	1
"s.346"	"B"	"lab3"	1
"s.349"	"B"	"lab3"	1
"s.350"	"B"	"lab3"	1
"s.351"	"B"	"lab3"	1
"s.352"	"B"	"lab3"	1
"s.353"	"B"	"lab3"	1
"s.355"	"B"	"lab3"	1
"s.356"	"B"	"lab3"	1
"s.358"	"B"	"lab3"	1
"s.363"	"B"	"lab3"	1
"s.364"	"B"	"lab3"	1
"s.365"	"B"	"lab3"	1
"s.366"	"B"	"lab3"	1
"s.367"	"B"	"lab3"	1
"s.368"	"B"	"lab3"	1
"s.369"	"B"	"lab3"	1
"s.370"	"B"	"lab3"	1
"s.371"	"B"	"lab3"	1
"s.372"	"B"	"lab3"	1
"s.373"	"B"	"lab3"	1
"s.377"	"B"	"lab3"	1
"s.380"	"B"	"lab3"	1
"s.381"	"B"	"lab3"	1
"s.384"	"B"	"lab3"	1
"s.388"	"B"	"lab3"	1
"s.389"	"B"	"lab3"	1
"s.390"	"B"	"lab3"	1
"s.391"	"B"	"lab3"	1
"s.392"	"B"	"lab3"	1
"s.393"	"B"	"lab3"	1
"s.394"	"B"	"lab3"	1
"s.397"	"B"	"lab3"	1
"s.398"	"B"	"lab3"	1
"s.399"	"B"	"lab3"	1
"s.400"	"B"	"lab3"	1
"s.402"	"B"	"lab3"	1
"s.403"	"B"	"lab3"	1
"s.404"	"B"	"lab3"	1
"s.407"	"B"	"lab3"	1
"s.409"	"B"	"lab3"	1
"s.412"	"B"	"lab3"	1
"s.413"	"B"	"lab3"	1
"s.415"	"B"	"lab3"	1
"s.416"	"B"	"lab3"	1
"s.417"	"B"	"lab3"	1
"s.419"	"B"	"lab3"	1
"s.420"	"B"	"lab3"	1
"s.421"	"B"	"lab3"	1
"s.422"	"B"	"lab3"	1
"s.423"	"B"	"lab3"	1
"s.424"	"B"	"lab3"	1
"s.426"	"B"	"lab3"	1
"s.428"	"B"	"lab3"	1
"s.430"	"B"	"lab3"	1
"s.431"	"B"	"lab3"	1
"s.433"	"B"	"lab3"	1
"s.434"	"B"	"lab3"	1
"s.435"	"B"	"lab3"	1
"s.437"	"B"	"lab3"	1
"s.438"	"B"	"lab3"	1
"s.441"	"B"	"lab3"	1
"s.442"	"B"	"lab3"	1
"s.445"	"B"	"lab3"	1
"s.446"	"B"	"lab3"	1
"s.452"	"B"	"lab3"	1
"s.454"	"B"	"lab3"	1
"s.455"	"B"	"lab3"	1
"s.459"	"B"	"lab3"	1
"s.461"	"B"	"lab3"	1
"s.462"	"B"	"lab3"	1
"s.463"	"B"	"lab3"	1
"s.466"	"B"	"lab3"	1
"s.468"	"B"	"lab3"	1
"s.470"	"B"	"lab3"	1
"s.471"	"B"	"lab3"	1
"s.472"	"B"	"lab3"	1
"s.473"	"B"	"lab3"	1
"s.474"	"B"	"lab3"	1
"s.476"	"B"	"lab3"	1
"s.477"	"B"	"lab3"	1
"s.478"	"B"	"lab3"	1
"s.479"	"B"	"lab3"	1
"s.481"	"B"	"lab3"	1
"s.483"	"B"	"lab3"	1
"s.485"	"B"	"lab3"	1
"s.486"	"B"	"lab3"	1
"s.488"	"B"	"lab3"	1
"s.489"	"B"	"lab3"	1
"s.490"	"B"	"lab3"	1
"s.491"	"B"	"lab3"	1
"s.492"	"B"	"lab3"	1
"s.494"	"B"	"lab3"	1
"s.495"	"B"	"lab3"	1
"s.497"	"B"	"lab3"	1
"s.501"	"B"	"lab3"	1
"s.502"	"B"	"lab3"	1
"s.503"	"B"	"lab3"	1
"s.504"	"B"	"lab3"	1
"s.505"	"B"	"lab3"	1
"s.507"	"B"	"lab3"	1
"s.508"	"B"	"lab3"	1
"s.509"	"B"	"lab3"	1
"s.510"	"B"	"lab3"	1
"s.511"	"B"	"lab3"	1
"s.512"	"B"	"lab3"	1
"s.513"	"B"	"lab3"	1
"s.514"	"B"	"lab3"	1
"s.515"	"B"	"lab3"	1
"s.518"	"B"	"lab3"	1
"s.519"	"B"	"lab3"	1
"s.520"	"B"	"lab3"	1
"s.523"	"B"	"lab3"	1
"s.525"	"B"	"lab3"	1
"s.526"	"B"	"lab3"	1
"s.528"	"B"	"lab3"	1
"s.529"	"B"	"lab3"	1
"s.531"	"B"	"lab3"	1
"s.533"	"B"	"lab3"	1
"s.534"	"B"	"lab3"	1
"s.536"	"B"	"lab3"	1
"s.537"	"B"	"lab3"	1
"s.539"	"B"	"lab3"	1
"s.540"	"B"	"lab3"	1
"s.541"	"B"	"lab3"	1
"s.542"	"B"	"lab3"	1
"s.543"	"B"	"lab3"	1
"s.544"	"B"	"lab3"	1
"s.545"	"B"	"lab3"	1
"s.546"	"B"	"lab3"	1
"s.547"	"B"	"lab3"	1
"s.552"	"B"	"lab3"	1
"s.553"	"B"	"lab3"	1
"s.554"	"B"	"lab3"	1
"s.555"	"B"	"lab3"	1
"s.557"	"B"	"lab3"	1
"s.559"	"B"	"lab3"	1
"s.560"	"B"	"lab3"	1
"s.561"	"B"	"lab3"	1
"s.564"	"B"	"lab3"	1
"s.565"	"B"	"lab3"	1
"s.566"	"B"	"lab3"	1
"s.567"	"B"	"lab3"	1
"s.570"	"B"	"lab3"	1
"s.572"	"B"	"lab3"	1
"s.574"	"B"	"lab3"	1
"s.575"	"B"	"lab3"	1
"s.576"	"B"	"lab3"	1
"s.577"	"B"	"lab3"	1
"s.579"	"B"	"lab3"	1
"s.580"	"B"	"lab3"	1
"s.582"	"B"	"lab3"	1
"s.583"	"B"	"lab3"	1
"s.584"	"B"	"lab3"	1
"s.586"	"B"	"lab3"	1
"s.588"	"B"	"lab3"	1
"s.590"	"B"	"lab3"	1
"s.591"	"B"	"lab3"	1
"s.592"	"B"	"lab3"	1
"s.593"	"B"	"lab3"	1
"s.595"	"B"	"lab3"	1
"s.596"	"B"	"lab3"	1
"s.597"	"B"	"lab3"	1
"s.598"	"B"	"lab3"	1
"s.599"	"B"	"lab3"	1
