"file"	"condition"	"lab"	"A"
"s.190"	"A"	"lab1"	0
"s.193"	"A"	"lab1"	0
"s.197"	"A"	"lab1"	0
"s.202"	"A"	"lab1"	0
"s.203"	"A"	"lab1"	0
"s.204"	"A"	"lab1"	0
"s.205"	"A"	"lab1"	0
"s.210"	"A"	"lab1"	0
"s.211"	"A"	"lab1"	0
"s.216"	"A"	"lab1"	0
"s.217"	"A"	"lab1"	0
"s.218"	"A"	"lab1"	0
"s.223"	"A"	"lab1"	0
"s.227"	"A"	"lab1"	0
"s.230"	"A"	"lab1"	0
"s.231"	"A"	"lab1"	0
"s.232"	"A"	"lab1"	0
"s.233"	"A"	"lab1"	0
"s.236"	"A"	"lab1"	0
"s.239"	"A"	"lab1"	0
"s.240"	"A"	"lab1"	0
"s.248"	"A"	"lab1"	0
"s.252"	"A"	"lab1"	0
"s.255"	"A"	"lab1"	0
"s.256"	"A"	"lab1"	0
"s.263"	"A"	"lab1"	0
"s.267"	"A"	"lab1"	0
"s.274"	"A"	"lab1"	0
"s.277"	"A"	"lab1"	0
"s.279"	"A"	"lab1"	0
"s.282"	"A"	"lab1"	0
"s.288"	"A"	"lab1"	0
"s.294"	"A"	"lab1"	0
"s.296"	"A"	"lab1"	0
"s.297"	"A"	"lab1"	0
"s.298"	"A"	"lab1"	0
"s.300"	"A"	"lab1"	0
"s.301"	"B"	"lab1"	1
"s.302"	"B"	"lab1"	1
"s.304"	"B"	"lab1"	1
"s.305"	"B"	"lab1"	1
"s.309"	"B"	"lab1"	1
"s.312"	"B"	"lab1"	1
"s.313"	"B"	"lab1"	1
"s.316"	"B"	"lab1"	1
"s.317"	"B"	"lab1"	1
"s.319"	"B"	"lab1"	1
"s.320"	"B"	"lab1"	1
"s.329"	"B"	"lab1"	1
"s.333"	"B"	"lab1"	1
"s.334"	"B"	"lab1"	1
"s.340"	"B"	"lab1"	1
"s.343"	"B"	"lab1"	1
"s.346"	"B"	"lab1"	1
"s.352"	"B"	"lab1"	1
"s.353"	"B"	"lab1"	1
"s.355"	"B"	"lab1"	1
"s.358"	"B"	"lab1"	1
"s.360"	"B"	"lab1"	1
"s.361"	"B"	"lab1"	1
"s.370"	"B"	"lab1"	1
"s.374"	"B"	"lab1"	1
"s.375"	"B"	"lab1"	1
"s.378"	"B"	"lab1"	1
"s.387"	"B"	"lab1"	1
"s.395"	"B"	"lab1"	1
"s.396"	"B"	"lab1"	1
"s.400"	"B"	"lab1"	1
"s.406"	"B"	"lab1"	1
"s.408"	"B"	"lab1"	1
"s.412"	"B"	"lab1"	1
"s.414"	"B"	"lab1"	1
"s.417"	"B"	"lab1"	1
"s.419"	"B"	"lab1"	1
"s.421"	"B"	"lab1"	1
"s.425"	"B"	"lab1"	1
"s.426"	"B"	"lab1"	1
"s.431"	"B"	"lab1"	1
"s.432"	"B"	"lab1"	1
"s.449"	"B"	"lab1"	1
"s.453"	"B"	"lab1"	1
"s.455"	"B"	"lab1"	1
"s.457"	"B"	"lab1"	1
"s.460"	"B"	"lab1"	1
"s.463"	"B"	"lab1"	1
"s.464"	"B"	"lab1"	1
"s.466"	"B"	"lab1"	1
"s.468"	"B"	"lab1"	1
"s.469"	"B"	"lab1"	1
"s.470"	"B"	"lab1"	1
"s.471"	"B"	"lab1"	1
"s.474"	"B"	"lab1"	1
"s.485"	"B"	"lab1"	1
"s.491"	"B"	"lab1"	1
"s.492"	"B"	"lab1"	1
"s.494"	"B"	"lab1"	1
"s.495"	"B"	"lab1"	1
"s.497"	"B"	"lab1"	1
"s.501"	"B"	"lab1"	1
"s.503"	"B"	"lab1"	1
"s.504"	"B"	"lab1"	1
"s.507"	"B"	"lab1"	1
"s.508"	"B"	"lab1"	1
"s.513"	"B"	"lab1"	1
"s.518"	"B"	"lab1"	1
"s.522"	"B"	"lab1"	1
"s.525"	"B"	"lab1"	1
"s.533"	"B"	"lab1"	1
"s.537"	"B"	"lab1"	1
"s.539"	"B"	"lab1"	1
"s.544"	"B"	"lab1"	1
"s.551"	"B"	"lab1"	1
"s.552"	"B"	"lab1"	1
"s.553"	"B"	"lab1"	1
"s.557"	"B"	"lab1"	1
"s.558"	"B"	"lab1"	1
"s.559"	"B"	"lab1"	1
"s.560"	"B"	"lab1"	1
"s.562"	"B"	"lab1"	1
"s.564"	"B"	"lab1"	1
"s.566"	"B"	"lab1"	1
"s.567"	"B"	"lab1"	1
"s.568"	"B"	"lab1"	1
"s.572"	"B"	"lab1"	1
"s.574"	"B"	"lab1"	1
"s.578"	"B"	"lab1"	1
"s.580"	"B"	"lab1"	1
"s.583"	"B"	"lab1"	1
"s.584"	"B"	"lab1"	1
"s.587"	"B"	"lab1"	1
"s.589"	"B"	"lab1"	1
"s.591"	"B"	"lab1"	1
"s.592"	"B"	"lab1"	1
"s.594"	"B"	"lab1"	1
"s.595"	"B"	"lab1"	1
"s.596"	"B"	"lab1"	1
"s.600"	"B"	"lab1"	1
